"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:19:44.4425069","node.exe","12232","Thread Exit","","SUCCESS","Thread ID: 19408, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:46.4735150","node.exe","6060","Thread Exit","","SUCCESS","Thread ID: 3916, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:48.4265627","ZCode.exe","16624","Thread Exit","","SUCCESS","Thread ID: 3112, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:51.2215201","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2217739","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2219950","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2223508","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"15:19:51.2226138","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2228197","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.com","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"15:19:51.2229964","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2232166","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.exe","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"15:19:51.2234612","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2236270","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath\powershell.exe","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2237852","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath\powershell.exe.com","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2239318","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath\powershell.exe.exe","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2242774","ZCode.exe","3104","CreateFile","C:\Windows\System32\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2245677","ZCode.exe","3104","CreateFile","C:\Windows\System32\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2248475","ZCode.exe","3104","CreateFile","C:\Windows\System32\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2251831","ZCode.exe","3104","CreateFile","C:\Windows\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2254528","ZCode.exe","3104","CreateFile","C:\Windows\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2257301","ZCode.exe","3104","CreateFile","C:\Windows\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2260863","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2263460","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2265336","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:19:51.2267334","ZCode.exe","3104","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:19:51.2267830","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:19:41, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:19:51.2268014","ZCode.exe","3104","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS",""
"15:19:51.2270850","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:19:51.2271263","ZCode.exe","3104","QueryBasicInformationFile","C:\Program Files\ZCode","SUCCESS","CreationTime: 25-06-2026 15:21:19, LastAccessTime: 26-06-2026 15:19:51, LastWriteTime: 26-06-2026 12:58:00, ChangeTime: 26-06-2026 12:58:00, FileAttributes: D"
"15:19:51.2271486","ZCode.exe","3104","CloseFile","C:\Program Files\ZCode","SUCCESS",""
"15:19:51.2272441","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","REPARSE","Desired Access: Query Value"
"15:19:51.2272877","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","SUCCESS","Desired Access: Query Value"
"15:19:51.2273241","ZCode.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management\HotPatchRestrictions","NAME NOT FOUND","Length: 20"
"15:19:51.2273570","ZCode.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","SUCCESS",""
"15:19:51.2273865","ZCode.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\powershell.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"15:19:51.2274194","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"15:19:51.2275976","ZCode.exe","3104","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:19:51.2276514","ZCode.exe","3104","CreateFileMapping","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"15:19:51.2277063","ZCode.exe","3104","CreateFileMapping","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","SyncType: SyncTypeOther"
"15:19:51.2277815","ZCode.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\powershell.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"15:19:51.2278523","ZCode.exe","3104","QuerySecurityFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Information: Label"
"15:19:51.2279605","ZCode.exe","3104","QueryNameInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Name: \Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"15:19:51.2400027","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001","SUCCESS","Desired Access: All Access"
"15:19:51.2400613","ZCode.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001\\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: 9C 81 5E 1C 51 05 DD 01 00 00 00 00 00 00 00 00"
"15:19:51.2401007","ZCode.exe","3104","RegSetValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001\\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: F6 BA 07 22 51 05 DD 01 00 00 00 00 00 00 00 00"
"15:19:51.2402511","ZCode.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001","SUCCESS",""
"15:19:51.2402819","ZCode.exe","3104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"15:19:51.2403169","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"15:19:51.2404012","ZCode.exe","3104","Process Create","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","PID: 5640, Command line: powershell.exe -NoProfile -NonInteractive -Command ""$ErrorActionPreference = 'SilentlyContinue';;$ids = @(3104,7900,25308,10868,2068,25096,13452,24260,16624);;$processRows = @();;if ($ids.Count -gt 0) {;  $processRows = @(Get-Process -Id $ids -ErrorAction SilentlyContinue | Select-Object Id, @{n='ReadBytes';e={$_.IOReadBytes}}, @{n='WriteBytes';e={$_.IOWriteBytes}});;};$main = $null;;$p = Get-Process -Id 3104 -ErrorAction SilentlyContinue;;if ($p) {;  $gdi = -1;;  try {;    Add-Type -TypeDefinition @';using System;;using System.Runtime.InteropServices;;using System.Diagnostics;;public class ZCodeGuiStats {;  [DllImport(\""user32.dll\"")] public static extern uint GetGuiResources(IntPtr h, uint f);;  public static int Gdi(int pid) {;    var pr = Process.GetProcessById(pid);;    return (int)GetGuiResources(pr.Handle, 0);;  };};'@ -ErrorAction SilentlyContinue;;    $gdi = [ZCodeGuiStats]::Gdi(3104);;  } catch {};  $main = [pscustomobject]@{ Handles = $p.HandleCount; Threads = $p.Threads.Count; Gdi = $gdi };;};[pscustomobject]@{ processes = $processRows; main = $main } | ConvertTo-Json -Depth 4 -Compress"""
"15:19:51.2405695","ZCode.exe","3104","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"15:19:51.2406149","ZCode.exe","3104","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 112, Data: C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache"
"15:19:51.2406478","ZCode.exe","3104","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"15:19:51.2406720","ZCode.exe","3104","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"15:19:51.2407003","ZCode.exe","3104","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NAME NOT FOUND","Length: 16"
"15:19:51.2407234","ZCode.exe","3104","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"15:19:51.2407981","ZCode.exe","3104","QuerySecurityFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"15:19:51.2409412","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2409755","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"15:19:51.2410022","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2410327","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"15:19:51.2410613","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"15:19:51.2410899","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"15:19:51.2411237","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"15:19:51.2411574","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2411806","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\StagedDelete_sysMerge.sdb","NAME NOT FOUND","Length: 0"
"15:19:51.2412038","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2412335","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2412602","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","BUFFER TOO SMALL","Length: 0"
"15:19:51.2412862","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","SUCCESS","Type: REG_SZ, Length: 58, Data: 01DBFA347540B59D.sysmain.sdb"
"15:19:51.2413102","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer_sysMerge.sdb","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:19:51.2413322","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:19:51.2413528","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MinMergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:19:51.2414459","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2414744","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"15:19:51.2414987","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2415459","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"15:19:51.2415732","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"15:19:51.2415943","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 1, Type: REG_SZ, Length: 24, Data: msimain.sdb"
"15:19:51.2416148","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","NO MORE ENTRIES","Index: 2, Length: 42"
"15:19:51.2416371","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"15:19:51.2416619","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2417123","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2417388","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\StagedDelete_sysmain.sdb","NAME NOT FOUND","Length: 0"
"15:19:51.2417649","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2417910","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2418167","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","BUFFER TOO SMALL","Length: 0"
"15:19:51.2418383","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","SUCCESS","Type: REG_SZ, Length: 58, Data: 01DD03FCD47E9A81.sysmain.sdb"
"15:19:51.2418697","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer_sysmain.sdb","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:19:51.2418972","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:19:51.2419246","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MinMergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:19:51.2420009","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:19:51.2420355","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"15:19:51.2420683","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2421059","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"15:19:51.2421426","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"15:19:51.2421738","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"15:19:51.2422061","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"15:19:51.2422587","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:19:51.2423055","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:19:51, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:19:51.2423965","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:19:51, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:19:51.2424973","ZCode.exe","3104","QueryNameInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Name: \Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"15:19:51.2426262","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"15:19:51.2426687","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"15:19:51.2426952","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"15:19:51.2440822","ZCode.exe","3104","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS",""
"15:19:59.7218741","ZCode.exe","3104","Thread Exit","","SUCCESS","Thread ID: 3976, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:59.7218773","ZCode.exe","3104","Thread Exit","","SUCCESS","Thread ID: 23888, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:59.7219716","ZCode.exe","3104","Thread Exit","","SUCCESS","Thread ID: 15840, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:20:00.3992081","ZCode.exe","3104","ReadFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000102.ldb","SUCCESS","Offset: 0, Length: 32934"
"15:20:00.3995602","ZCode.exe","3104","ReadFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000100.ldb","SUCCESS","Offset: 0, Length: 32584"
"15:20:00.3998179","ZCode.exe","3104","ReadFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000098.ldb","SUCCESS","Offset: 0, Length: 31196"
"15:20:00.4001004","ZCode.exe","3104","ReadFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000096.ldb","SUCCESS","Offset: 0, Length: 34484"
"15:20:00.4004544","ZCode.exe","3104","ReadFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000005.ldb","SUCCESS","Offset: 0, Length: 5125"
"15:20:00.4009851","ZCode.exe","3104","WriteFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000101.log","SUCCESS","Offset: -1, Length: 7"
"15:20:00.4010602","ZCode.exe","3104","WriteFile","C:\Users\DELL\AppData\Roaming\ZCode\session\Local Storage\leveldb\000101.log","SUCCESS","Offset: -1, Length: 12"
"15:20:00.4148846","ZCode.exe","25308","Thread Exit","","SUCCESS","Thread ID: 3560, User Time: 0.0156250, Kernel Time: 0.0000000"
"15:20:00.6829585","ZCode.exe","3104","Thread Exit","","SUCCESS","Thread ID: 6596, User Time: 0.0000000, Kernel Time: 0.0156250"
"15:20:00.6942750","ZCode.exe","3104","Thread Exit","","SUCCESS","Thread ID: 22052, User Time: 0.0000000, Kernel Time: 0.0156250"
"15:20:01.2266359","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:01.2270043","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
