"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:20:41.2598703","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:41.2601719","ZCode.exe","3104","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:20:41.2602432","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:20:31, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:20:41.2602682","ZCode.exe","3104","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS",""
"15:20:41.2605850","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:20:41.2606287","ZCode.exe","3104","QueryBasicInformationFile","C:\Program Files\ZCode","SUCCESS","CreationTime: 25-06-2026 15:21:19, LastAccessTime: 26-06-2026 15:20:41, LastWriteTime: 26-06-2026 12:58:00, ChangeTime: 26-06-2026 12:58:00, FileAttributes: D"
"15:20:41.2606516","ZCode.exe","3104","CloseFile","C:\Program Files\ZCode","SUCCESS",""
"15:20:41.2607595","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","REPARSE","Desired Access: Query Value"
"15:20:41.2608082","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","SUCCESS","Desired Access: Query Value"
"15:20:41.2608559","ZCode.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management\HotPatchRestrictions","NAME NOT FOUND","Length: 20"
"15:20:41.2608914","ZCode.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","SUCCESS",""
"15:20:41.2609232","ZCode.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\powershell.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"15:20:41.2609583","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"15:20:41.2611387","ZCode.exe","3104","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:20:41.2611967","ZCode.exe","3104","CreateFileMapping","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"15:20:41.2612585","ZCode.exe","3104","CreateFileMapping","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","SyncType: SyncTypeOther"
"15:20:41.2613517","ZCode.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\powershell.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"15:20:41.2614322","ZCode.exe","3104","QuerySecurityFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Information: Label"
"15:20:41.2615853","ZCode.exe","3104","QueryNameInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Name: \Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"15:20:41.2761632","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001","SUCCESS","Desired Access: All Access"
"15:20:41.2762323","ZCode.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001\\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: D0 AE 4C 3A 51 05 DD 01 00 00 00 00 00 00 00 00"
"15:20:41.2762729","ZCode.exe","3104","RegSetValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001\\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: F3 87 DA 3F 51 05 DD 01 00 00 00 00 00 00 00 00"
"15:20:41.2764412","ZCode.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3723388597-1227904235-2670526452-1001","SUCCESS",""
"15:20:41.2764870","ZCode.exe","3104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"15:20:41.2765224","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"15:20:41.2766158","ZCode.exe","3104","Process Create","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","PID: 23836, Command line: powershell.exe -NoProfile -NonInteractive -Command ""$ErrorActionPreference = 'SilentlyContinue';;$ids = @(3104,7900,25308,10868,2068,25096,13452,24260,16624);;$processRows = @();;if ($ids.Count -gt 0) {;  $processRows = @(Get-Process -Id $ids -ErrorAction SilentlyContinue | Select-Object Id, @{n='ReadBytes';e={$_.IOReadBytes}}, @{n='WriteBytes';e={$_.IOWriteBytes}});;};$main = $null;;$p = Get-Process -Id 3104 -ErrorAction SilentlyContinue;;if ($p) {;  $gdi = -1;;  try {;    Add-Type -TypeDefinition @';using System;;using System.Runtime.InteropServices;;using System.Diagnostics;;public class ZCodeGuiStats {;  [DllImport(\""user32.dll\"")] public static extern uint GetGuiResources(IntPtr h, uint f);;  public static int Gdi(int pid) {;    var pr = Process.GetProcessById(pid);;    return (int)GetGuiResources(pr.Handle, 0);;  };};'@ -ErrorAction SilentlyContinue;;    $gdi = [ZCodeGuiStats]::Gdi(3104);;  } catch {};  $main = [pscustomobject]@{ Handles = $p.HandleCount; Threads = $p.Threads.Count; Gdi = $gdi };;};[pscustomobject]@{ processes = $processRows; main = $main } | ConvertTo-Json -Depth 4 -Compress"""
"15:20:41.2768129","ZCode.exe","3104","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"15:20:41.2768560","ZCode.exe","3104","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 112, Data: C:\Users\DELL\AppData\Local\Microsoft\Windows\INetCache"
"15:20:41.2768982","ZCode.exe","3104","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"15:20:41.2769279","ZCode.exe","3104","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"15:20:41.2769643","ZCode.exe","3104","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NAME NOT FOUND","Length: 16"
"15:20:41.2769915","ZCode.exe","3104","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"15:20:41.2770424","ZCode.exe","3104","QuerySecurityFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"15:20:41.2771482","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2771904","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"15:20:41.2772254","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2772564","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"15:20:41.2772917","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"15:20:41.2773218","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"15:20:41.2773518","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"15:20:41.2773864","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2774161","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\StagedDelete_sysMerge.sdb","NAME NOT FOUND","Length: 0"
"15:20:41.2774454","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2774751","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2775033","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","BUFFER TOO SMALL","Length: 0"
"15:20:41.2775287","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","SUCCESS","Type: REG_SZ, Length: 58, Data: 01DBFA347540B59D.sysmain.sdb"
"15:20:41.2775567","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer_sysMerge.sdb","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:20:41.2775831","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:20:41.2776082","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MinMergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:20:41.2777315","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2777674","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"15:20:41.2778001","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2778306","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"15:20:41.2778617","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"15:20:41.2778885","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 1, Type: REG_SZ, Length: 24, Data: msimain.sdb"
"15:20:41.2779132","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","NO MORE ENTRIES","Index: 2, Length: 42"
"15:20:41.2779410","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"15:20:41.2779680","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2780158","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2780449","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\StagedDelete_sysmain.sdb","NAME NOT FOUND","Length: 0"
"15:20:41.2780733","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2781018","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2781298","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","BUFFER TOO SMALL","Length: 0"
"15:20:41.2781546","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","SUCCESS","Type: REG_SZ, Length: 58, Data: 01DD03FCD47E9A81.sysmain.sdb"
"15:20:41.2781817","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer_sysmain.sdb","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:20:41.2782073","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"15:20:41.2782319","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\MinMergeVer","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"15:20:41.2783054","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"15:20:41.2783349","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"15:20:41.2783642","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2783944","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"15:20:41.2784241","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"15:20:41.2784507","ZCode.exe","3104","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"15:20:41.2784936","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"15:20:41.2785514","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"15:20:41.2786002","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:20:41, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:20:41.2787113","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:20:41, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:20:41.2787447","ZCode.exe","3104","QueryNameInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Name: \Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"15:20:41.2788689","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"15:20:41.2789045","ZCode.exe","3104","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"15:20:41.2789330","ZCode.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"15:20:41.2818415","ZCode.exe","3104","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS",""
"15:20:51.2595385","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2597507","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2600387","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2602328","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"15:20:51.2609049","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2612098","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.com","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"15:20:51.2614346","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2617015","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.exe","REPARSE","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"15:20:51.2618644","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\java8path_target_64312687\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2620667","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath\powershell.exe","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2622150","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath\powershell.exe.com","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2624292","ZCode.exe","3104","CreateFile","C:\Program Files (x86)\Common Files\Oracle\Java\javapath\powershell.exe.exe","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2627988","ZCode.exe","3104","CreateFile","C:\Windows\System32\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2629966","ZCode.exe","3104","CreateFile","C:\Windows\System32\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2631267","ZCode.exe","3104","CreateFile","C:\Windows\System32\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2633967","ZCode.exe","3104","CreateFile","C:\Windows\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2636711","ZCode.exe","3104","CreateFile","C:\Windows\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2640304","ZCode.exe","3104","CreateFile","C:\Windows\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2643952","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2647172","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe.com","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2650351","ZCode.exe","3104","CreateFile","C:\Windows\System32\wbem\powershell.exe.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:20:51.2653582","ZCode.exe","3104","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:20:51.2654250","ZCode.exe","3104","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 24-06-2026 11:34:17, LastAccessTime: 26-06-2026 15:20:42, LastWriteTime: 24-06-2026 11:34:17, ChangeTime: 24-06-2026 21:39:51, FileAttributes: A"
"15:20:51.2654546","ZCode.exe","3104","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS",""
"15:20:51.2657425","ZCode.exe","3104","CreateFile","C:\Program Files\ZCode","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:20:51.2657789","ZCode.exe","3104","QueryBasicInformationFile","C:\Program Files\ZCode","SUCCESS","CreationTime: 25-06-2026 15:21:19, LastAccessTime: 26-06-2026 15:20:51, LastWriteTime: 26-06-2026 12:58:00, ChangeTime: 26-06-2026 12:58:00, FileAttributes: D"
"15:20:51.2657953","ZCode.exe","3104","CloseFile","C:\Program Files\ZCode","SUCCESS",""
"15:20:51.2658724","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","REPARSE","Desired Access: Query Value"
"15:20:51.2658955","ZCode.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","SUCCESS","Desired Access: Query Value"
"15:20:51.2659926","ZCode.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management\HotPatchRestrictions","NAME NOT FOUND","Length: 20"
"15:20:51.2660316","ZCode.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager\Memory Management","SUCCESS",""
"15:20:51.2660689","ZCode.exe","3104","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\powershell.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"15:20:51.2661089","ZCode.exe","3104","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"15:20:51.2662521","ZCode.exe","3104","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:20:51.2662972","ZCode.exe","3104","CreateFileMapping","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
